start,end,sent,mention,labels,pos,ner,type,ner2
8,9,"The most popular plays of the day were insurance companies such as General Re Corp. , which rose $ 2.75 to $ 86.50 , Nac Re Corp. , up $ 2 to $ 37.75 , American International Group Inc. , up $ 3.25 to $ 102.625 , and Cigna Corp. , up 87.5 cents to $ 62.50 .",insurance,/other/product,"DT RBS JJ NNS IN DT NN VBD NN NNS JJ IN NNP NNP NNP , WDT VBD $ CD TO $ CD , NNP NNP NNP , RB $ CD TO $ CD , NNP NNP NNP NNP , RB $ CD TO $ CD , CC NNP NNP , RB CD NNS TO $ CD .",O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O MONEY MONEY O MONEY MONEY O ORGANIZATION ORGANIZATION ORGANIZATION O O MONEY MONEY O MONEY MONEY O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O MONEY MONEY O MONEY MONEY O O ORGANIZATION ORGANIZATION O O MONEY MONEY O MONEY MONEY O,O O O O O /other/organization /other/organization O O O O O /other/organization /other/organization /other/organization O O O /finance/currency /finance/currency O /finance/currency /finance/currency O /other/organization /other/organization /other/organization O O /finance/currency /finance/currency O /finance/currency /finance/currency O /other/organization /other/organization /other/organization /other/organization O O /finance/currency /finance/currency O /finance/currency /finance/currency O O /other/organization/company/fortune1000 /other/organization/company/fortune1000 O O /finance/currency /finance/currency O /finance/currency /finance/currency /finance/currency,O O O O O DATE DATE O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O MONEY MONEY O MONEY MONEY O ORGANIZATION ORGANIZATION ORGANIZATION O O MONEY MONEY O MONEY MONEY O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O MONEY MONEY O MONEY MONEY O O ORGANIZATION ORGANIZATION O O MONEY MONEY O MONEY MONEY O
14,15,"Tonight , the anchor of the Israeli network evening newscast on Channel 2 Jerusalem Jacob Elon on what Israelis are thinking and saying about America 's long wait for a President-elect .",Jacob,/person/religious_leader /person,"NNP , DT NN IN DT JJ NN NN NN IN NNP CD NNP NNP NNP IN WP NNPS VBP VBG CC VBG IN NNP POS JJ NN IN DT NN .",O O O O O O O O O O O O O PERSON PERSON PERSON O O O O O O O O LOCATION O O O O O O O,/other/datetime/date O O O O O /bio/nationality O /other/datetime O O /other/organization /other/organization /other/organization /contact/first_name /contact/first_name O O /other O O O O O /location/country O O O O O /contact/salutation O,DATE O O O O O NATIONALITY O TIME O O ORGANIZATION ORGANIZATION ORGANIZATION PERSON PERSON O O MISC O O O O O COUNTRY O O O O O TITLE O
0,1,"The extent of the depravity was truly stunning , you 're right and they took different paths , these two guys .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT NN IN DT NN VBD RB JJ , PRP VBP JJ CC PRP VBD JJ NNS , DT CD NNS .",O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O /other/number O O,O O O O O O O O O O O O O O O O O O O NUMBER O O
4,6,"Michael L. Bandler , vice president for network technology at Pacific Bell Telephone Co. , says nearly all the network 's computer switches , which move thousands of calls a minute from one location to another , changed to battery power when the city lost power .",vice president,/person/title /person,"NNP NNP NNP , NN NN IN NN NN IN NNP NNP NNP NNP , VBZ RB PDT DT NN POS NN NNS , WDT VBP NNS IN NNS DT NN IN CD NN TO DT , VBD TO NN NN WRB DT NN VBD NN .",PERSON PERSON PERSON O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,/contact/name /contact/name /contact/name O /contact/salutation /contact/salutation O O O O /other/organization /other/organization /other/organization /other/organization O O O O O O O O O O O O O O O /other/datetime /other/datetime O /other/number O O O O O O /bio/criminal_charge O O O O O O O,PERSON PERSON PERSON O TITLE TITLE O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O DURATION DURATION O NUMBER O O O O O O CRIMINAL_CHARGE O O O O O O O
0,1,"To avoid a runoff , one candidate would have to win 50 % of the vote -- a feat that most analysts consider impossible with so many candidates running .",To,/person/artist/director /person/artist /person,"TO VB DT NN , CD NN MD VB TO VB CD NN IN DT NN : DT NN IN JJS NNS VBP JJ IN RB JJ NNS VBG .",O O O O O O O O O O O PERCENT PERCENT O O O O O O O O O O O O O O O O O,O O O O O /other/number /contact/salutation O O O O /other/percent /other/percent O O O O O O O O O O O O O O O O O,O O O O O NUMBER TITLE O O O O PERCENT PERCENT O O O O O O O O O O O O O O O O O
20,21,"`` But I will tell you this : I worship the God of our fathers as a follower of the Way , which these Jews say is not the right way , and I believe everything that is taught in the Law of Moses and all that is written in the books of the prophets .",Way,/other/religion,"`` CC PRP MD VB PRP DT : PRP NN DT NNP IN PRP$ NNS IN DT NN IN DT NN , WDT DT NNS VBP VBZ RB DT JJ NN , CC PRP VBP NN WDT VBZ VBN IN DT NN IN NNP CC DT DT VBZ VBN IN DT NNS IN DT NNS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O /other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28,29,"`` September was one of the biggest order months in our history , '' says James R. Roberts , vice president , world-wide sales and marketing , for Giddings & Lewis Inc. , Fond du Lac , Wis .",Giddings,/location/city /location,"`` NNP VBD CD IN DT JJS NN NNS IN PRP$ NN , '' VBZ NNP NNP NNP , NN NN , JJ NNS CC NN , IN NNP CC NNP NNP , NNP NNP NNP , NNP .",O DATE O O O O O O O O O O O O O PERSON PERSON PERSON O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION ORGANIZATION O O O,O /other/datetime/date O /other/number O O O O /other/datetime O O O O O O /contact/first_name /contact/first_name /contact/first_name O /contact/salutation /contact/salutation O O O O O O O /other/organization /other/organization /other/organization /other/organization O /location/city /location/city /location/city /location/province /location/province O,O DATE O NUMBER O O O O DURATION O O O O O O PERSON PERSON PERSON O TITLE TITLE O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O STATE_OR_PROVINCE O
1,2,Maybe God will let them change their hearts so that they can accept the truth .,God,/person /person/title /other/supernatural,RB NNP MD VB PRP VB PRP$ NNS IN IN PRP MD VB DT NN .,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
2,3,"Richard D. Sutton , 64 years old , chairman of this bank-holding company , was named acting president and chief executive officer of the company and its First National Bank of Toms River subsidiary .",Sutton,/location/city /location,"NNP NNP NNP , CD NNS JJ , NN IN DT JJ NN , VBD VBN VBG NN CC JJ JJ NN IN DT NN CC PRP$ NNP NNP NNP IN NNP NNP NN .",PERSON PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O,/contact/name /contact/name /contact/name O /other/datetime /other/datetime /other/datetime O /contact/salutation O O O O O O O O /contact/salutation O /contact/salutation /contact/salutation /contact/salutation O O O O O /other/organization /other/organization /other/organization /other/organization /other/organization /other/organization O O,PERSON PERSON PERSON O DURATION DURATION DURATION O TITLE O O O O O O O O TITLE O TITLE TITLE TITLE O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O
31,32,"Foreclosures and other signs of financial distress , most often associated with the real estate market in the Southwest , are surfacing in the suburban office market of the once thriving Northeast .",Northeast,/location,"NNS CC JJ NNS IN JJ NN , RBS RB VBN IN DT JJ NN NN IN DT NNP , VBP VBG IN DT JJ NN NN IN DT RB JJ NNP .",O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O /location/city O O O O O O O O O O /other/organization O O O,O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O DATE O O O
0,1,We look after it like a sweetheart . ``,We,/location/country /location,PRP VBP IN PRP IN DT NN . ``,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
36,37,"Terms were n't disclosed , but a J.P. Industries spokesman said the amount J.P. Industries will get for the group is `` a little better than expected by the marketplace , and the marketplace had been expecting $ 25 million to $ 30 million . ''",expecting,/other/health/malady /other/health,"NNS VBD RB VBN , CC DT NNP NNP NN VBD DT NN NNP NNP MD VB IN DT NN VBZ `` DT RB JJR IN VBN IN DT NN , CC DT NN VBD VBN VBG $ CD CD TO $ CD CD . ''",O O O O O O O ORGANIZATION ORGANIZATION O O O O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O MONEY MONEY MONEY O O,O O O O O O O /other/organization /other/organization /contact/salutation O O O /other/organization /other/organization O O O O O O O O O O O O O O O O O O O O O O /finance/currency /finance/currency /finance/currency O /finance/currency /finance/currency /finance/currency /finance/currency /finance/currency,O O O O O O O ORGANIZATION ORGANIZATION TITLE O O O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O MONEY MONEY MONEY O O
17,18,"Some 24 million of the more than 100 million shares traded in the final 90 minutes of Friday 's session , when the plunge in stock prices was concentrated , were program-related , he said .",Friday,/other/event /other/event/holiday,"DT CD CD IN DT JJR IN CD CD NNS VBN IN DT JJ CD NNS IN NNP POS NN , WRB DT NN IN NN NNS VBD VBN , VBD JJ , PRP VBD .",O O O O O O O O O O O O O O O O O DATE O O O O O O O O O O O O O O O O O O,O /other/number /other/number O O /contact/salutation O /other/number /other/number O O O /other/datetime/date /other/datetime/date /other/datetime/date /other/datetime/date /other/datetime/date /other/datetime/date O O O O O O O O O O O O O O O O O O,O NUMBER NUMBER O O O O NUMBER NUMBER O O O DATE DATE DATE DATE DATE DATE O O O O O O O O O O O O O O O O O O
1,2,The Spirit told me to go with them without wondering if it was all right .,Spirit,/other/supernatural,DT NN VBD PRP TO VB IN PRP IN VBG IN PRP VBD RB RB .,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
4,5,"So far , the Soviets have provided only the sketchiest information about their technology and business plans .",Soviets,/location/country /location,"RB RB , DT NNPS VBP VBN RB DT JJS NN IN PRP$ NN CC NN NNS .",O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O
11,12,"But given such strong brand disloyalty , some marketers are putting renewed emphasis on image advertising .",renewed,/other/religion,"CC VBN JJ JJ NN NN , DT NNS VBP VBG VBN NN IN NN NN .",O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O
4,5,"The Queks control the Hong Leong Group , which has widespread interests in manufacturing , property and finance in both Malaysia and Singapore .",Hong,/location,"DT NNPS VBP DT NNP NNP NNP , WDT VBZ JJ NNS IN NN , NN CC NN IN CC NNP CC NNP .",O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O LOCATION O LOCATION O,O /contact/name O O /other/organization /other/organization /other/organization O O O O O O O O O O O O O /location/country O /location/city O,O PERSON O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O COUNTRY O COUNTRY O
1,2,"`` It was one of the quickest changes in public attitudes I 've ever seen , '' says former Reagan pollster Richard Wirthlin .",It,/other/internet /other/art /other/art/writing,"`` PRP VBD CD IN DT JJS NNS IN JJ NNS PRP VBP RB VBN , '' VBZ JJ NNP NN NNP NNP .",O O O O O O O O O O O O O O O O O O O PERSON O PERSON PERSON O,O O O /other/number O O O O O O O O O O O O O O O /contact/last_name /contact/salutation /contact/name /contact/name O,O O O NUMBER O O O O O O O O O O O O O O O PERSON TITLE PERSON PERSON O
0,1,Where is he ?,Where,/other/internet /other/art /other/art/writing,WRB VBZ PRP .,O O O O,O /contact/salutation O O,O O O O
20,22,"How much traffic congestion could have been alleviated had the money been applied to other pressing road projects or , god forbid , even non-road projects .",god forbid,/organization /person/artist /organization/music /person/artist/music /person,"WRB JJ NN NN MD VB VBN VBN VBD DT NN VBN VBN TO JJ VBG NN NNS CC , NN NN , RB JJ NNS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O
0,1,"These three men said , `` The people are tired , hungry , and thirsty from the desert . ''",These,/person/artist/author /person/artist /person,"DT CD NNS VBD , `` DT NNS VBP VBN , JJ , CC JJ IN DT NN . ''",O O O O O O O O O O O O O O O O O O O O,O /other/number O O O O O O O O O O O O O O O O O O,O NUMBER O O O O O O O O O O O O O O O O O O
12,13,He also noted that a strong sterling market yesterday might have helped cocoa in New York as arbitragers took advantage of the currency move .,cocoa,/other/food,PRP RB VBD IN DT JJ NN NN NN MD VB VBN NN IN NNP NNP IN NNS VBD NN IN DT NN NN .,O O O O O O O O O O O O O O LOCATION LOCATION O O O O O O O O O,/contact/salutation O O O O O O O /other/organization O O O O O /location/city /location/city O O O O O O O O O,O O O O O O O O DATE O O O O O STATE_OR_PROVINCE STATE_OR_PROVINCE O O O O O O O O O
6,7,Go to the police department and report it . ``,report,/other/art /other/art/writing,VB TO DT NN NN CC NN PRP . ``,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
24,25,"This they can take home to share with their fellow citizens , thereby helping the ROC 's diplomatic partners and their peoples to understand Taiwan better .",Taiwan,/location/country /location,"DT PRP MD VB NN TO VB IN PRP$ JJ NNS , RB VBG DT NN POS JJ NNS CC PRP$ NNS TO VB NNP RBR .",O O O O O O O O O O O O O O O ORGANIZATION O O O O O O O O LOCATION O O,O O O O O O O O O O O O O O O /location/airport_code O O O O O O O O /location/province O O,O O O O O O O O O O O O O O O COUNTRY O O O O O O O O COUNTRY O O
65,66,"When meeting with the Governor of Macao Viera here today , Premier of the State Council Peng Li said the policy of the Chinese government towards Macao is consistent , firm and unchanging , and that the Chinese government would , in accordance to the policy of `` one country , two systems `` and strictly according to the regulations in the joint declaration between China and Portugal and the Basic Laws of Macao , maintain the stability and development of Macao .",China,/location/country /location,"WRB NN IN DT NN IN NNP NNP RB NN , NNP IN DT NNP NNP NNP NNP VBD DT NN IN DT JJ NN IN NNP VBZ JJ , JJ CC JJ , CC IN DT JJ NN MD , IN NN TO DT NN IN `` CD NN , CD NNS `` CC RB VBG TO DT NNS IN DT JJ NN IN NNP CC NNP CC DT JJ NN IN NNP , VBP DT NN CC NN IN NNP .",O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOCATION O LOCATION O O O O O LOCATION O O O O O O O LOCATION O,O O O O /contact/salutation O /location /location O /other/organization O /contact/salutation O O /other/organization /other/organization /other/organization /other/organization O O O O O /bio/nationality O O /location/country O O O O O O O O O O /bio/nationality O O O O O O O O O O /other/number O O /other/number O O O O O O O O O O O O O /location/country O /location/country O O O O O /location O O O O O O O /location O,O O O O TITLE O LOCATION LOCATION O DATE O TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O NATIONALITY O O LOCATION O O O O O O O O O O NATIONALITY O O O O O O O O O O NUMBER O O NUMBER O O O O O O O O O O O O O COUNTRY O COUNTRY O O O O O LOCATION O O O O O O O LOCATION O
